"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length";"Track Length";"Die Length";"Net Length";"F.Cu";"In1.Cu";"In2.Cu";"In3.Cu";"In4.Cu";"In5.Cu";"In6.Cu";"In7.Cu";"In8.Cu";"In9.Cu";"In10.Cu";"B.Cu";
601;"/FPGA Config/MODE2";3;2;2.1155 mm;32.7839 mm;16.7430 mm;51.6424 mm;1.6424 mm;0.0000 mm;0.0000 mm;0.0000 mm;30.3399 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.8017 mm;
602;"/FPGA Config/MODE1";3;2;2.1155 mm;41.0203 mm;22.5740 mm;65.7098 mm;1.6424 mm;0.0000 mm;0.0000 mm;0.0000 mm;38.5774 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.8004 mm;
603;"/FPGA Config/MODE0";3;3;3.1100 mm;25.9147 mm;20.8550 mm;49.8797 mm;1.6424 mm;0.0000 mm;0.0000 mm;0.0000 mm;23.4719 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.8004 mm;
604;"/FPGA Config/PROGRAM_B";4;3;2.8255 mm;46.8084 mm;16.2760 mm;65.9099 mm;7.7387 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;38.3261 mm;0.0000 mm;0.7435 mm;
605;"/FPGA Config/CFGBVS";2;1;1.5550 mm;1.4145 mm;14.1710 mm;17.1405 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.7081 mm;
606;"/DDR5 SODIMM/Control.PWR_GOOD";2;2;1.5550 mm;69.3089 mm;13.9200 mm;84.7839 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;67.9187 mm;0.0000 mm;0.6838 mm;
607;"/DDR5 SODIMM/Control.PWR_EN";2;2;1.8395 mm;69.6092 mm;11.3270 mm;82.7757 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;68.1149 mm;0.0000 mm;0.7879 mm;
608;"/Debug FTDI/FTDI_UART0_TX";2;0;0.0000 mm;2.0595 mm;0.0000 mm;2.0595 mm;2.0595 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
609;"/Debug FTDI/UART0.RX";2;2;2.5410 mm;41.5859 mm;19.8920 mm;64.0189 mm;1.5342 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;40.0517 mm;0.0000 mm;0.0000 mm;
610;"/Debug FTDI/FTDI_UART0_RX";2;0;0.0000 mm;1.9974 mm;0.0000 mm;1.9974 mm;1.9974 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
611;"/Debug FTDI/UART0.TX";2;2;2.5410 mm;41.4939 mm;20.9280 mm;64.9629 mm;1.2564 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;40.2375 mm;0.0000 mm;0.0000 mm;
612;"/Debug FTDI/FTDI_UART1_TX";2;0;0.0000 mm;2.4347 mm;0.0000 mm;2.4347 mm;2.4347 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
613;"/Debug FTDI/UART1.RX";2;2;2.5410 mm;58.8444 mm;22.8970 mm;84.2824 mm;1.4485 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;57.3959 mm;0.0000 mm;0.0000 mm;
614;"/Debug FTDI/FTDI_UART1_RX";2;2;3.1100 mm;6.7321 mm;0.0000 mm;9.8421 mm;2.8620 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;3.8701 mm;
615;"/Debug FTDI/UART1.TX";2;2;2.5410 mm;62.9154 mm;21.8330 mm;87.2894 mm;1.4747 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;61.4407 mm;0.0000 mm;0.0000 mm;
616;"/Debug FTDI/BDBUS0";3;2;3.1100 mm;13.3430 mm;0.0000 mm;16.4530 mm;2.7330 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;10.6100 mm;
617;"/Debug FTDI/AUX.TCK";2;2;1.5550 mm;37.0558 mm;22.0560 mm;60.6668 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;35.6344 mm;0.0000 mm;0.7150 mm;
618;"/Debug FTDI/BDBUS1";3;2;3.1100 mm;10.1384 mm;0.0000 mm;13.2484 mm;2.2330 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;7.9054 mm;
619;"/Debug FTDI/AUX.TDI";2;2;1.5550 mm;36.9085 mm;20.3140 mm;58.7775 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;34.8257 mm;0.0000 mm;1.3764 mm;
620;"/Debug FTDI/BDBUS2";3;2;3.1100 mm;8.9090 mm;0.0000 mm;12.0190 mm;2.2305 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;6.6785 mm;
621;"/Debug FTDI/AUX.TDO";2;2;1.5550 mm;33.4922 mm;24.4320 mm;59.4792 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;31.3258 mm;0.0000 mm;1.4600 mm;
622;"/Debug FTDI/BDBUS3";3;1;1.5550 mm;4.3869 mm;0.0000 mm;5.9419 mm;2.7698 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;1.6171 mm;
623;"/Debug FTDI/AUX.TMS";2;2;1.5550 mm;33.5347 mm;20.8210 mm;55.9107 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;30.7940 mm;0.0000 mm;2.0342 mm;
624;"/Debug FTDI/I2C_EN";3;1;1.5550 mm;4.2883 mm;0.0000 mm;5.8433 mm;2.7905 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;1.4978 mm;
625;"/Debug FTDI/AUX.RST";2;2;1.5550 mm;30.1781 mm;19.7770 mm;51.5101 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;28.4239 mm;0.0000 mm;1.0478 mm;
626;"/Debug FTDI/LED_TX0";2;0;0.0000 mm;2.8313 mm;0.0000 mm;2.8313 mm;2.8313 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
627;"/Debug FTDI/LED_RX0";2;0;0.0000 mm;1.4973 mm;0.0000 mm;1.4973 mm;1.4973 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
628;"/Debug FTDI/LED_TX1";2;0;0.0000 mm;2.1708 mm;0.0000 mm;2.1708 mm;2.1708 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
629;"/Debug FTDI/LED_RX1";2;0;0.0000 mm;3.1876 mm;0.0000 mm;3.1876 mm;3.1876 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
630;"/Debug FTDI/FTDI_PWREN";3;2;0.5690 mm;24.3615 mm;0.0000 mm;24.9305 mm;3.7310 mm;0.0000 mm;20.6305 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
631;"/FPGA bank 16/SD.CD";5;2;2.3915 mm;53.1279 mm;16.9240 mm;72.4434 mm;4.5851 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;47.5752 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.9675 mm;
632;"/Debug FTDI/FTDI_SCL";2;0;0.0000 mm;1.6291 mm;0.0000 mm;1.6291 mm;1.6291 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
633;"/Debug FTDI/FTDI.SCL";4;2;1.8395 mm;93.0504 mm;0.0000 mm;94.8899 mm;3.8366 mm;0.0000 mm;86.0155 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;3.1982 mm;
634;"/Debug FTDI/FTDI.SDA";4;2;1.8395 mm;90.6980 mm;0.0000 mm;92.5375 mm;3.0217 mm;0.0000 mm;85.5400 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;2.1363 mm;
635;"/Ethernet/ETH.RXD0";4;2;2.8255 mm;53.6568 mm;15.4500 mm;71.9323 mm;8.8244 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;43.4171 mm;0.0000 mm;1.4154 mm;
636;"/Ethernet/ETH.RXD1";4;2;2.8255 mm;54.9998 mm;14.1070 mm;71.9323 mm;8.5816 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;45.0028 mm;0.0000 mm;1.4154 mm;
637;"/Ethernet/ETH.RXD2";4;2;2.8255 mm;53.8771 mm;15.2190 mm;71.9216 mm;8.8117 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;43.6604 mm;0.0000 mm;1.4050 mm;
638;"/Ethernet/ETH.RXD3";4;2;2.8255 mm;54.9346 mm;14.1620 mm;71.9221 mm;8.6483 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;44.8812 mm;0.0000 mm;1.4050 mm;
639;"/Ethernet/ETH.RX_CTL";4;2;2.8255 mm;54.9363 mm;14.1350 mm;71.8968 mm;11.3246 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;42.2317 mm;0.0000 mm;1.3800 mm;
640;"/Ethernet/ETH.RXC";4;2;2.8255 mm;56.4146 mm;12.6920 mm;71.9321 mm;8.8473 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;46.1519 mm;0.0000 mm;1.4154 mm;
641;"/Ethernet/ETH.REF_CLK";4;2;2.8255 mm;55.4571 mm;13.8630 mm;72.1456 mm;1.5930 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;51.9489 mm;0.0000 mm;1.9153 mm;
642;"/Ethernet/ETH.MDIO";3;2;2.8255 mm;34.7334 mm;16.4870 mm;54.0459 mm;2.8406 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;31.1109 mm;0.0000 mm;0.7819 mm;
643;"/Ethernet/ETH.~{RESET}";3;2;2.8255 mm;43.1316 mm;11.6870 mm;57.6441 mm;1.9680 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;40.2769 mm;0.0000 mm;0.8867 mm;
644;"/FPGA bank 14/FPGA_DDR.SCL";5;3;2.4000 mm;142.9702 mm;20.4230 mm;165.7932 mm;6.6030 mm;0.0000 mm;74.0519 mm;0.0000 mm;59.4275 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;2.8878 mm;
645;"/FPGA bank 14/FPGA_DDR.SDA";5;3;2.4000 mm;150.1803 mm;24.3940 mm;176.9743 mm;14.9090 mm;0.0000 mm;66.3651 mm;0.0000 mm;64.7282 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;4.1779 mm;
646;"/FPGA banks HP/VRN";2;1;1.5550 mm;1.4135 mm;7.6010 mm;10.5695 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.7071 mm;
647;"/FPGA banks HP/VRP";2;1;1.5550 mm;1.4135 mm;8.3640 mm;11.3325 mm;0.7064 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.7071 mm;
648;"IN1";4;2;3.1100 mm;52.3646 mm;0.0000 mm;55.4746 mm;7.3256 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;45.0390 mm;
649;"IN2";4;2;3.1100 mm;52.8469 mm;0.0000 mm;55.9569 mm;8.3458 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;44.5011 mm;
650;"/FPGA bank 14/FPGA_PWR.SDA";4;2;2.1155 mm;70.5531 mm;19.0200 mm;91.6886 mm;1.4819 mm;0.0000 mm;0.0000 mm;0.0000 mm;67.0905 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;1.9807 mm;
651;"/FPGA bank 14/FPGA_PWR.SCL";4;2;2.1155 mm;65.0782 mm;20.8410 mm;88.0347 mm;1.4819 mm;0.0000 mm;0.0000 mm;0.0000 mm;61.7313 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;1.8650 mm;
652;"/I^{2}C/PWR.SDA";8;5;6.7805 mm;104.4249 mm;0.0000 mm;111.2054 mm;5.0115 mm;0.0000 mm;0.0000 mm;0.0000 mm;33.1286 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;66.2849 mm;
653;"/I^{2}C/PWR.SCL";8;5;5.7860 mm;82.7995 mm;0.0000 mm;88.5855 mm;4.9157 mm;0.0000 mm;0.0000 mm;0.0000 mm;35.5275 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;42.3563 mm;
654;"/Debug FTDI/FTDI_JTAG_RST";2;1;1.5550 mm;2.0309 mm;0.0000 mm;3.5859 mm;0.8805 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;1.1504 mm;
655;"/FPGA bank 12/HyperRAM.CK_N";2;2;1.6730 mm;29.8832 mm;17.9070 mm;49.4632 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;28.4697 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
656;"/FPGA bank 12/HyperRAM.CK_P";2;2;1.6730 mm;30.0832 mm;17.7070 mm;49.4632 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;28.6697 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
657;"/FPGA bank 12/HyperRAM.RWDS";2;2;1.6730 mm;33.2487 mm;14.5400 mm;49.4617 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;31.8352 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
658;"/FPGA bank 12/HyperRAM.DQ2";2;2;1.6730 mm;29.9909 mm;17.7990 mm;49.4629 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;28.5774 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
659;"/FPGA bank 12/HyperRAM.DQ1";2;2;1.6730 mm;31.5180 mm;16.2720 mm;49.4630 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;30.1045 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
660;"/FPGA bank 12/HyperRAM.DQ0";2;2;1.6730 mm;30.6800 mm;17.1100 mm;49.4630 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;29.2665 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
661;"/FPGA bank 12/HyperRAM.DQ3";2;2;1.6730 mm;34.1729 mm;13.6170 mm;49.4629 mm;1.4149 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;32.7579 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
662;"/FPGA bank 12/HyperRAM.DQ4";2;2;1.6730 mm;31.5300 mm;16.2600 mm;49.4630 mm;1.4149 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;30.1151 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
663;"/FPGA bank 12/HyperRAM.DQ7";2;2;1.6730 mm;33.1169 mm;14.6730 mm;49.4629 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;31.7034 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
664;"/FPGA bank 12/HyperRAM.DQ6";2;2;1.6730 mm;31.3320 mm;16.4580 mm;49.4630 mm;1.4135 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;29.9185 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
665;"/FPGA bank 12/HyperRAM.DQ5";2;2;1.6730 mm;29.1874 mm;18.6030 mm;49.4634 mm;1.3435 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;27.8439 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
666;"/Ethernet/ETH.TXC";2;2;2.5410 mm;54.5725 mm;13.1190 mm;70.2325 mm;1.5006 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;53.0719 mm;0.0000 mm;0.0000 mm;
667;"/Ethernet/ETH.MDC";2;2;2.5410 mm;35.4473 mm;15.1390 mm;53.1273 mm;1.6527 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;33.7946 mm;0.0000 mm;0.0000 mm;
668;"/FPGA bank 16/GCLK100";2;0;0.0000 mm;9.0236 mm;19.3170 mm;28.3406 mm;9.0236 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
693;"/Ethernet/ETH.TX_CTL";2;2;2.5410 mm;44.9639 mm;15.4300 mm;62.9349 mm;8.9137 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;36.0502 mm;0.0000 mm;0.0000 mm;
694;"/Ethernet/ETH.TXD0";2;2;2.5410 mm;54.6935 mm;13.1110 mm;70.3455 mm;1.7480 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;52.9456 mm;0.0000 mm;0.0000 mm;
695;"/Ethernet/ETH.~{INT}";2;2;2.5410 mm;42.6237 mm;8.5850 mm;53.7497 mm;1.8834 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;40.7404 mm;0.0000 mm;0.0000 mm;
696;"/Ethernet/ETH.TXD3";2;2;2.5410 mm;57.8274 mm;9.8640 mm;70.2324 mm;3.4980 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;54.3293 mm;0.0000 mm;0.0000 mm;
697;"/Ethernet/ETH.TXD2";2;2;2.5410 mm;56.1204 mm;11.5710 mm;70.2324 mm;1.6322 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;54.4881 mm;0.0000 mm;0.0000 mm;
698;"/Ethernet/ETH.TXD1";2;2;2.5410 mm;51.7436 mm;15.9800 mm;70.2646 mm;2.2128 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;49.5308 mm;0.0000 mm;0.0000 mm;
699;"/Debug FTDI/FTDI_EECS";2;2;0.5690 mm;31.8923 mm;0.0000 mm;32.4613 mm;1.7571 mm;0.0000 mm;30.1352 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
700;"/Debug FTDI/FTDI_JTAG_TCK";2;2;3.1100 mm;5.0177 mm;0.0000 mm;8.1277 mm;2.2277 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;2.7899 mm;
701;"/Debug FTDI/FTDI_JTAG_TDI";2;2;3.1100 mm;4.6298 mm;0.0000 mm;7.7398 mm;2.3020 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;2.3278 mm;
702;"/Debug FTDI/FTDI_JTAG_TDO";2;0;0.0000 mm;3.6738 mm;0.0000 mm;3.6738 mm;3.6738 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
703;"/Debug FTDI/FTDI_JTAG_TMS";2;0;0.0000 mm;2.2966 mm;0.0000 mm;2.2966 mm;2.2966 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
705;"/Debug FTDI/FTDI_EEDAT";2;2;0.5690 mm;23.7617 mm;0.0000 mm;24.3307 mm;2.5463 mm;0.0000 mm;21.2154 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
706;"/Debug FTDI/FTDI_EECLK";2;2;0.5690 mm;27.9262 mm;0.0000 mm;28.4952 mm;3.1497 mm;0.0000 mm;24.7765 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
707;"Net-(U32-B1)";2;0;0.0000 mm;1.1908 mm;0.0000 mm;1.1908 mm;1.1908 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
708;"Net-(U32-B2)";2;0;0.0000 mm;1.1888 mm;0.0000 mm;1.1888 mm;1.1888 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
709;"Net-(U33-B1)";2;0;0.0000 mm;1.2207 mm;0.0000 mm;1.2207 mm;1.2207 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
710;"Net-(U33-B2)";2;0;0.0000 mm;1.1586 mm;0.0000 mm;1.1586 mm;1.1586 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;0.0000 mm;
